REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,AGE,Current age,RESIDENCE,Residence,EDUCATION_LEVEL,Education Level,SERIES_FOOTNOTE,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,SOWC flag A,OBS_FOOTNOTE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,FREQ_COLL,Time interval at which the source data are collected
BIH,Bosnia and Herzegovina,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,13.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLR,Belarus,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,8.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BLZ,Belize,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BOL,Bolivia (Plurinational State of),GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,14.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,14.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRA,Brazil,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,11.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,10.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRB,Barbados,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,10.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BRN,Brunei Darussalam,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BTN,Bhutan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,20.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,14.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,17.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,14.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,20.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
BWA,Botswana,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,12.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAF,Central African Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CAN,Canada,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHE,Switzerland,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHL,Chile,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CHN,China,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CIV,Côte d'Ivoire,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
CMR,Cameroon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
